idjunc,typejunc,xjunc,yjunc,incLanes,intLanes
2685393362,right_before_left,1450.22,436.50,"['262879711#1_0', '140538729_0']","[':2685393362_0_0', ':2685393362_1_0', ':2685393362_2_0', ':2685393362_3_0']"
2685393363,right_before_left,1443.71,437.74,"['26824848#2_0', '-140538729_0', '-26824848#3_0']","[':2685393363_0_0', ':2685393363_1_0', ':2685393363_2_0', ':2685393363_3_0', ':2685393363_4_0', ':2685393363_5_0', ':2685393363_6_0', ':2685393363_7_0', ':2685393363_8_0']"
2685393371,priority,1494.80,425.20,['-262879712_0'],[':2685393371_0_0']
2685393372,right_before_left,1492.59,412.65,"['262879712_0', '-262879710#1_0', '262879710#0_0']","[':2685393372_0_0', ':2685393372_1_0', ':2685393372_2_0', ':2685393372_3_0', ':2685393372_4_0', ':2685393372_5_0', ':2685393372_6_0', ':2685393372_7_0', ':2685393372_8_0']"
2685393373,priority,1512.33,422.20,['-262879713_0'],[':2685393373_0_0']
2685393374,right_before_left,1509.25,403.22,"['262879713_0', '-262879710#2_0', '262879710#1_0']","[':2685393374_0_0', ':2685393374_1_0', ':2685393374_2_0', ':2685393374_3_0', ':2685393374_4_0', ':2685393374_5_0', ':2685393374_6_0', ':2685393374_7_0', ':2685393374_8_0']"
2685393375,priority,1529.78,419.12,['-262879714_0'],[':2685393375_0_0']
2685393376,right_before_left,1526.31,393.45,"['262879714_0', '-262879710#3_0', '262879710#2_0']","[':2685393376_0_0', ':2685393376_1_0', ':2685393376_2_0', ':2685393376_3_0', ':2685393376_4_0', ':2685393376_5_0', ':2685393376_6_0', ':2685393376_7_0', ':2685393376_8_0']"
2685393378,right_before_left,1687.67,396.79,"['219716163#0_0', '262879715_0']","[':2685393378_0_0', ':2685393378_1_0']"
2693152444,traffic_light,1344.45,532.04,"['-450271746#1_0', '-263684089_0', '450271746#0_0', '263684088_0']","[':2693152444_0_0', ':2693152444_1_0', ':2693152444_16_0', ':2693152444_17_0', ':2693152444_4_0', ':2693152444_5_0', ':2693152444_18_0', ':2693152444_19_0', ':2693152444_8_0', ':2693152444_9_0', ':2693152444_20_0', ':2693152444_21_0', ':2693152444_12_0', ':2693152444_13_0', ':2693152444_22_0', ':2693152444_23_0']"
273451964,dead_end,2672.04,255.12,['30025191_0'],[]
274096399,priority,2188.98,655.63,"['376385690#3_0', '219719296#1_0']","[':274096399_0_0', ':274096399_1_0', ':274096399_2_0', ':274096399_3_0']"
274096526,dead_end,2297.32,1255.22,[],[]
291866884,dead_end,2351.77,1314.97,['410000810#9_0'],[]
292015792,dead_end,2765.27,270.93,['30025179#2_0'],[]
294266769,priority,1581.84,309.17,['26824640#0_0'],"[':294266769_0_0', ':294266769_1_0']"
294267351,right_before_left,1592.88,326.87,"['26824662#3_0', '-26824662#4_0']","[':294267351_0_0', ':294267351_1_0', ':294267351_2_0', ':294267351_3_0', ':294267351_4_0', ':294267351_5_0']"
294267352,priority,1558.13,276.67,['26824640#1_0'],"[':294267352_0_0', ':294267352_1_0']"
294267565,priority,1861.16,285.20,"['219716162_0', '26824662#1_0', '326551910_0', '-26824662#2_0']","[':294267565_0_0', ':294267565_1_0', ':294267565_2_0', ':294267565_8_0', ':294267565_4_0', ':294267565_5_0', ':294267565_6_0', ':294267565_9_0']"
294267571,priority,2256.81,201.50,"['489344451#1_0', '118793670#1_0']","[':294267571_0_0', ':294267571_1_0', ':294267571_2_0', ':294267571_3_0']"
294267786,priority,1909.70,284.40,"['26824662#0_0', '118741577_0', '-26824662#1_0']","[':294267786_0_0', ':294267786_6_0', ':294267786_2_0', ':294267786_3_0', ':294267786_4_0', ':294267786_7_0']"
294268895,priority,1410.52,409.87,"['26824848#3_0', '26824662#5_0', '-26824848#4_0', '-26824662#6_0']","[':294268895_0_0', ':294268895_1_0', ':294268895_16_0', ':294268895_17_0', ':294268895_4_0', ':294268895_5_0', ':294268895_6_0', ':294268895_7_0', ':294268895_8_0', ':294268895_9_0', ':294268895_18_0', ':294268895_19_0', ':294268895_12_0', ':294268895_13_0', ':294268895_14_0', ':294268895_15_0']"
294273191,traffic_light,1457.88,512.90,"['-392689403#0_0', '47519280#4_0', '-26824848#0_0', '263684089_0']","[':294273191_0_0', ':294273191_1_0', ':294273191_16_0', ':294273191_17_0', ':294273191_4_0', ':294273191_5_0', ':294273191_6_0', ':294273191_18_0', ':294273191_8_0', ':294273191_9_0', ':294273191_19_0', ':294273191_11_0', ':294273191_12_0', ':294273191_13_0', ':294273191_14_0', ':294273191_20_0']"
294273199,right_before_left,1335.68,382.30,"['96152251#5_0', '96152252#1_0', '96152227_0']","[':294273199_0_0', ':294273199_1_0', ':294273199_2_0', ':294273199_3_0', ':294273199_4_0', ':294273199_5_0', ':294273199_6_0', ':294273199_7_0', ':294273199_8_0']"
2960408806,priority,397.88,741.29,['384196607#1_0'],[':2960408806_0_0']
2976922249,right_before_left,2392.17,345.49,"['118075890#7_0', '-339736822#0_0', '363081449#3_0']","[':2976922249_0_0', ':2976922249_1_0', ':2976922249_2_0', ':2976922249_3_0', ':2976922249_4_0', ':2976922249_5_0', ':2976922249_6_0', ':2976922249_7_0', ':2976922249_8_0']"
2980389681,dead_end,2665.15,391.25,[],[]
2980389682,dead_end,2688.61,389.63,['294440993_0'],[]
3058691082,priority,1991.23,1089.89,"['544895463#1_0', '-408197310#5_0', '408197310#4_0']","[':3058691082_0_0', ':3058691082_1_0', ':3058691082_2_0', ':3058691082_6_0', ':3058691082_4_0', ':3058691082_7_0']"
3058691084,priority,2245.41,1045.97,"['142053897#2_0', '-548881049_0', '408197310#5_0']","[':3058691084_0_0', ':3058691084_1_0', ':3058691084_2_0', ':3058691084_3_0', ':3058691084_9_0', ':3058691084_10_0', ':3058691084_6_0', ':3058691084_7_0', ':3058691084_11_0']"
330585616,right_before_left,2724.19,295.60,"['30025170#7_0', '-30025170#8_0', '-30025270#0_0']","[':330585616_0_0', ':330585616_1_0', ':330585616_2_0', ':330585616_3_0', ':330585616_4_0', ':330585616_5_0', ':330585616_6_0', ':330585616_7_0', ':330585616_8_0']"
330585617,right_before_left,2711.66,286.56,"['30025170#8_0', '30025132#2_0']","[':330585617_0_0', ':330585617_1_0', ':330585617_2_0', ':330585617_3_0']"
330585618,priority,2699.81,266.20,['30025132#1_0'],"[':330585618_0_0', ':330585618_1_0']"
330585620,priority,2680.74,263.43,['30025132#0_0'],"[':330585620_0_0', ':330585620_1_0']"
330586156,priority,2709.32,316.72,"['-241958402#0_0', '30025151_0', '30025152#3_0']","[':330586156_0_0', ':330586156_9_0', ':330586156_10_0', ':330586156_3_0', ':330586156_4_0', ':330586156_5_0', ':330586156_6_0', ':330586156_7_0', ':330586156_8_0']"
330586157,priority,2726.09,337.69,"['-241958402#2_0', '30025156#1_0', '241958402#1_0']","[':330586157_0_0', ':330586157_6_0', ':330586157_2_0', ':330586157_3_0', ':330586157_4_0', ':330586157_7_0']"
330586161,priority,2752.46,415.01,['241958402#2_0'],[':330586161_0_0']
330586172,right_before_left,2700.45,306.66,"['22737108#6_0', '30025152#2_0']","[':330586172_0_0', ':330586172_1_0', ':330586172_2_0', ':330586172_3_0']"
330586268,right_before_left,2707.84,324.52,"['-83487130_0', '30025152#0_0']","[':330586268_0_0', ':330586268_1_0', ':330586268_2_0', ':330586268_3_0']"
330586633,dead_end,2813.25,337.69,[],[]
330586634,priority,2779.33,292.57,"['241958411_0', '30025170#4_0', '-30025170#5_0', '30025158#1_0']","[':330586634_0_0', ':330586634_1_0', ':330586634_2_0', ':330586634_8_0', ':330586634_4_0', ':330586634_9_0', ':330586634_6_0', ':330586634_7_0']"
330586666,priority,2773.20,334.87,['30025156#0_0'],"[':330586666_0_0', ':330586666_1_0']"
330587438,priority,2727.07,196.55,['-30025170#0_0'],[':330587438_0_0']
330587496,dead_end,2725.77,221.35,['30025188#1_0'],[]
330587657,right_before_left,2803.52,276.70,"['30025170#2_0', '-30025170#3_0']","[':330587657_0_0', ':330587657_1_0', ':330587657_2_0', ':330587657_3_0', ':330587657_4_0', ':330587657_5_0']"
330587785,right_before_left,2755.26,242.75,"['30025179#1_0', '30025188#0_0']","[':330587785_0_0', ':330587785_1_0', ':330587785_2_0', ':330587785_3_0']"
330589461,right_before_left,2689.81,295.97,"['-22737108#6_0', '30025270#1_0', '22737108#5_0']","[':330589461_0_0', ':330589461_1_0', ':330589461_2_0', ':330589461_3_0', ':330589461_4_0', ':330589461_5_0', ':330589461_6_0', ':330589461_7_0', ':330589461_8_0']"
330593364,dead_end,2644.60,342.61,[],[]
330593434,priority,2636.53,292.79,"['-22737108#4_0', '22737108#3_0', '30025510_0']","[':330593434_0_0', ':330593434_6_0', ':330593434_2_0', ':330593434_7_0', ':330593434_4_0', ':330593434_5_0']"
3311634261,dead_end,1470.36,489.96,[],[]
3311634263,priority,1461.38,436.89,"['324437444_0', '262879711#0_0']",[':3311634263_0_0']
3649075938,priority,2371.30,601.25,"['360349169_0', '-83487127#6_0', '83487127#5_0']","[':3649075938_0_0', ':3649075938_1_0', ':3649075938_2_0', ':3649075938_3_0', ':3649075938_4_0', ':3649075938_9_0', ':3649075938_6_0', ':3649075938_10_0', ':3649075938_11_0']"
3649075939,right_before_left,2373.36,616.25,"['142059671#0_0', '-360349169_0', '-142059671#1_0']","[':3649075939_0_0', ':3649075939_1_0', ':3649075939_2_0', ':3649075939_3_0', ':3649075939_4_0', ':3649075939_5_0', ':3649075939_6_0', ':3649075939_7_0', ':3649075939_8_0']"
3660387658,priority,1464.69,580.44,"['-219719294#0_0', '-361585732#0_0']","[':3660387658_0_0', ':3660387658_4_0', ':3660387658_2_0', ':3660387658_5_0']"
3660387663,priority,1554.41,748.63,"['384196610#1_0', '-408197311#0_0', '450271743_0']","[':3660387663_0_0', ':3660387663_1_0', ':3660387663_2_0', ':3660387663_3_0', ':3660387663_4_0', ':3660387663_9_0', ':3660387663_6_0', ':3660387663_10_0', ':3660387663_11_0']"
3660387667,traffic_light,1906.05,686.59,"['-408197310#0_0', '-408197311#3_0', '408197311#2_0']","[':3660387667_0_0', ':3660387667_1_0', ':3660387667_9_0', ':3660387667_3_0', ':3660387667_4_0', ':3660387667_10_0', ':3660387667_6_0', ':3660387667_11_0', ':3660387667_12_0']"
3684717106,priority,2182.90,635.17,"['376385690#5_0', '-83487127#0_0', '408197311#6_0']","[':3684717106_0_0', ':3684717106_1_0', ':3684717106_2_0', ':3684717106_3_0', ':3684717106_4_0', ':3684717106_5_0', ':3684717106_6_0', ':3684717106_7_0', ':3684717106_8_0']"
3684717107,priority,2183.77,640.98,"['376385690#4_0', '-370878973#2_0', '370878973#1_0']","[':3684717107_0_0', ':3684717107_1_0', ':3684717107_2_0', ':3684717107_3_0', ':3684717107_4_0', ':3684717107_5_0', ':3684717107_6_0', ':3684717107_7_0', ':3684717107_8_0']"
3715140486,priority,2255.22,610.16,"['-475039276#0_0', '-250683473#1_0', '370878973#5_0', '250683473#0_0']","[':3715140486_0_0', ':3715140486_1_0', ':3715140486_16_0', ':3715140486_17_0', ':3715140486_4_0', ':3715140486_5_0', ':3715140486_6_0', ':3715140486_7_0', ':3715140486_8_0', ':3715140486_9_0', ':3715140486_18_0', ':3715140486_19_0', ':3715140486_12_0', ':3715140486_13_0', ':3715140486_14_0', ':3715140486_15_0']"
3745513976,priority,2406.05,584.34,"['-392689404_0', '-118075890#0_0', '475039276#1_0']","[':3745513976_0_0', ':3745513976_1_0', ':3745513976_9_0', ':3745513976_3_0', ':3745513976_10_0', ':3745513976_11_0', ':3745513976_6_0', ':3745513976_7_0', ':3745513976_8_0']"
3745513977,priority,2357.43,591.93,"['250683471#0_0', '-475039276#1_0', '-250683471#1_0', '475039276#0_0']","[':3745513977_0_0', ':3745513977_1_0', ':3745513977_2_0', ':3745513977_3_0', ':3745513977_4_0', ':3745513977_5_0', ':3745513977_16_0', ':3745513977_17_0', ':3745513977_8_0', ':3745513977_9_0', ':3745513977_10_0', ':3745513977_11_0', ':3745513977_12_0', ':3745513977_13_0', ':3745513977_18_0', ':3745513977_19_0']"
3784525043,dead_end,1532.77,210.52,['26824640#3_0'],[]
3799269565,priority,2086.53,653.42,"['250683470#0_0', '-408197311#4_0', '-250683470#1_0', '408197311#3_0']","[':3799269565_0_0', ':3799269565_1_0', ':3799269565_2_0', ':3799269565_3_0', ':3799269565_4_0', ':3799269565_5_0', ':3799269565_16_0', ':3799269565_17_0', ':3799269565_8_0', ':3799269565_9_0', ':3799269565_10_0', ':3799269565_11_0', ':3799269565_12_0', ':3799269565_13_0', ':3799269565_18_0', ':3799269565_19_0']"
3808029126,priority,2153.22,640.55,"['395173809#4_0', '-408197311#5_0', '408197311#4_0']","[':3808029126_0_0', ':3808029126_1_0', ':3808029126_2_0', ':3808029126_6_0', ':3808029126_4_0', ':3808029126_7_0']"
3874914699,right_before_left,1339.29,509.79,"['-384196611_0', '26824662#7_0', '-384196607#0_0']","[':3874914699_0_0', ':3874914699_1_0', ':3874914699_2_0', ':3874914699_3_0', ':3874914699_4_0', ':3874914699_5_0', ':3874914699_6_0', ':3874914699_7_0', ':3874914699_8_0']"
3874914700,priority,1340.22,513.39,"['-384196608_0', '384196611_0']","[':3874914700_0_0', ':3874914700_4_0', ':3874914700_2_0', ':3874914700_5_0']"
3874914701,priority,1341.70,519.84,"['-450271746#0_0', '384196608_0']","[':3874914701_0_0', ':3874914701_4_0', ':3874914701_2_0', ':3874914701_5_0']"
3958769580,dead_end,2406.91,490.82,[],[]
3958769581,traffic_light,1347.59,546.44,"['-450271746#3_0', '361585732#0_0', '450271746#2_0', '-361585732#1_0']","[':3958769581_0_0', ':3958769581_1_0', ':3958769581_16_0', ':3958769581_17_0', ':3958769581_4_0', ':3958769581_5_0', ':3958769581_18_0', ':3958769581_19_0', ':3958769581_8_0', ':3958769581_9_0', ':3958769581_20_0', ':3958769581_21_0', ':3958769581_12_0', ':3958769581_13_0', ':3958769581_22_0', ':3958769581_23_0']"
3958769582,priority,1399.03,546.46,"['-384196610#0_0', '450271744_0']",[':3958769582_0_0']
3958769585,priority,1349.02,554.45,['450271746#3_0'],[':3958769585_0_0']
3958769587,dead_end,2410.17,553.10,['392689410#0_0'],[]
3958769590,priority,1500.34,726.51,"['-361585734_0', '392689403#1_0']","[':3958769590_0_0', ':3958769590_4_0', ':3958769590_2_0', ':3958769590_5_0']"
3980755367,priority,2170.18,648.73,"['395173809#3_0', '-370878973#1_0', '370878973#0_0']","[':3980755367_0_0', ':3980755367_1_0', ':3980755367_2_0', ':3980755367_3_0', ':3980755367_9_0', ':3980755367_10_0', ':3980755367_6_0', ':3980755367_7_0', ':3980755367_11_0']"
3980755368,priority,2183.11,654.12,"['395173809#2_0', '219719296#2_0']","[':3980755368_0_0', ':3980755368_1_0', ':3980755368_2_0', ':3980755368_3_0']"
3980755376,priority,2277.77,1040.49,['395173811#3_0'],[':3980755376_0_0']
3980755381,priority,2326.05,1299.87,"['548881047#1_0', '410000810#8_0']","[':3980755381_0_0', ':3980755381_1_0']"
4044380563,priority,2261.18,366.39,"['-363081449#0_0', '548881046#1_0']","[':4044380563_0_0', ':4044380563_4_0', ':4044380563_2_0', ':4044380563_5_0']"
4065612089,priority,2140.36,391.09,"['404287181#1_0', '47519280#0_0', '-47519280#1_0']","[':4065612089_0_0', ':4065612089_1_0', ':4065612089_2_0', ':4065612089_3_0', ':4065612089_4_0', ':4065612089_5_0', ':4065612089_6_0', ':4065612089_7_0', ':4065612089_8_0']"
4073397977,priority,2260.52,1043.43,"['316905861#2_0', '316905861#2_1', '424959220_0', '548881049_0']","[':4073397977_0_0', ':4073397977_1_0', ':4073397977_2_0', ':4073397977_3_0', ':4073397977_9_0', ':4073397977_10_0', ':4073397977_6_0', ':4073397977_7_0', ':4073397977_11_0']"
4081430296,priority,2138.69,391.48,"['406017620#1_0', '47519280#1_0', '-47519280#2_0']","[':4081430296_0_0', ':4081430296_1_0', ':4081430296_2_0', ':4081430296_6_0', ':4081430296_4_0', ':4081430296_7_0']"
4081430302,right_before_left,2178.73,635.93,"['-408197311#6_0', '408197311#5_0']","[':4081430302_0_0', ':4081430302_1_0', ':4081430302_2_0', ':4081430302_3_0', ':4081430302_4_0', ':4081430302_5_0']"
4085724813,priority,2132.05,285.54,"['-489344451#0_0', '-410000816_0', '404287181#2_0']","[':4085724813_0_0', ':4085724813_9_0', ':4085724813_10_0', ':4085724813_3_0', ':4085724813_4_0', ':4085724813_5_0', ':4085724813_6_0', ':4085724813_7_0', ':4085724813_11_0']"
4085724814,right_before_left,2153.23,388.58,"['-548881045_0', '406513809_0', '404295023_0']","[':4085724814_0_0', ':4085724814_1_0', ':4085724814_2_0', ':4085724814_3_0', ':4085724814_4_0', ':4085724814_5_0', ':4085724814_6_0', ':4085724814_7_0', ':4085724814_8_0']"
4085724815,right_before_left,2139.20,394.59,"['406017620#0_0', '-410000809#0_0', '-406513808_0']","[':4085724815_0_0', ':4085724815_1_0', ':4085724815_2_0', ':4085724815_3_0', ':4085724815_4_0', ':4085724815_5_0', ':4085724815_6_0', ':4085724815_7_0', ':4085724815_8_0']"
4085724816,priority,1346.13,539.84,"['-450271746#2_0', '525187037#1_0', '450271746#1_0']","[':4085724816_0_0', ':4085724816_1_0', ':4085724816_2_0', ':4085724816_3_0']"
4118559637,priority,2282.06,1106.18,"['-409992079#2_0', '410000810#7_0', '409992079#1_0']","[':4118559637_0_0', ':4118559637_1_0', ':4118559637_2_0', ':4118559637_3_0', ':4118559637_4_0', ':4118559637_5_0', ':4118559637_6_0', ':4118559637_7_0', ':4118559637_8_0']"
4118559643,right_before_left,2258.23,1111.93,"['142053897#0_0', '-409992079#0_0']","[':4118559643_0_0', ':4118559643_1_0', ':4118559643_2_0', ':4118559643_3_0']"
4118559646,right_before_left,2287.88,1104.77,"['548881047#0_0', '409992079#2_0']","[':4118559646_0_0', ':4118559646_1_0', ':4118559646_2_0', ':4118559646_3_0']"
4118559648,priority,2272.67,1108.44,"['316905861#0_0', '316905861#0_1', '-409992079#1_0', '409992079#0_0']","[':4118559648_0_0', ':4118559648_1_0', ':4118559648_1_1', ':4118559648_3_0', ':4118559648_4_0', ':4118559648_5_0', ':4118559648_6_0', ':4118559648_7_0', ':4118559648_8_0', ':4118559648_9_0']"
4118621903,priority,2225.35,779.44,"['-410000815#3_0', '410000810#3_0', '410000815#2_0']","[':4118621903_0_0', ':4118621903_1_0', ':4118621903_2_0', ':4118621903_3_0', ':4118621903_4_0', ':4118621903_5_0', ':4118621903_6_0', ':4118621903_7_0', ':4118621903_8_0']"
4118621904,priority,2234.91,797.43,"['119372736#2_0', '395173811#1_0', '-119372736#3_0']","[':4118621904_0_0', ':4118621904_1_0', ':4118621904_9_0', ':4118621904_3_0', ':4118621904_4_0', ':4118621904_5_0', ':4118621904_6_0', ':4118621904_10_0', ':4118621904_11_0']"
4118621905,right_before_left,2161.63,392.53,"['-410000809#3_0', '406017621#0_0', '410000809#2_0']","[':4118621905_0_0', ':4118621905_1_0', ':4118621905_2_0', ':4118621905_3_0', ':4118621905_4_0', ':4118621905_5_0', ':4118621905_6_0', ':4118621905_7_0', ':4118621905_8_0']"
4118621906,priority,2181.09,389.06,['410000809#4_0'],[':4118621906_0_0']
4118621908,priority,2198.94,787.83,"['219719293#1_0', '-410000815#0_0']","[':4118621908_0_0', ':4118621908_1_0', ':4118621908_2_0', ':4118621908_3_0']"
4118621909,priority,2309.96,829.96,['-410000814_0'],[':4118621909_0_0']
4118621910,priority,2165.74,391.84,"['142052148#4_0', '-410000809#4_0', '410000809#3_0']","[':4118621910_0_0', ':4118621910_1_0', ':4118621910_2_0', ':4118621910_3_0', ':4118621910_9_0', ':4118621910_10_0', ':4118621910_6_0', ':4118621910_7_0', ':4118621910_11_0']"
4118621911,priority,2237.60,777.03,"['-142059674#1_0', '142059674#0_0', '410000815#4_0']","[':4118621911_0_0', ':4118621911_1_0', ':4118621911_9_0', ':4118621911_3_0', ':4118621911_10_0', ':4118621911_11_0', ':4118621911_6_0', ':4118621911_7_0', ':4118621911_8_0']"
4118621913,priority,2209.80,844.77,['219719293#0_0'],"[':4118621913_0_0', ':4118621913_1_0']"
4118621915,right_before_left,2230.49,778.62,"['-410000815#4_0', '395173811#0_0', '410000815#3_0']","[':4118621915_0_0', ':4118621915_1_0', ':4118621915_2_0', ':4118621915_3_0', ':4118621915_4_0', ':4118621915_5_0', ':4118621915_6_0', ':4118621915_7_0', ':4118621915_8_0']"
4118621916,priority,2130.37,275.72,"['410000816_0', '-410000812_0']","[':4118621916_0_0', ':4118621916_4_0', ':4118621916_2_0', ':4118621916_5_0']"
4118621917,priority,2243.48,840.05,"['410000814_0', '395173811#2_0', '410000811#3_0']","[':4118621917_0_0', ':4118621917_6_0', ':4118621917_2_0', ':4118621917_3_0', ':4118621917_4_0', ':4118621917_5_0']"
4118621918,priority,2201.27,650.58,"['219719296#0_0', '410000810#0_0']","[':4118621918_0_0', ':4118621918_1_0', ':4118621918_2_0', ':4118621918_3_0']"
4118621919,priority,2213.77,782.66,"['376385690#0_0', '-410000815#2_0', '410000815#1_0']","[':4118621919_0_0', ':4118621919_1_0', ':4118621919_2_0', ':4118621919_3_0', ':4118621919_4_0', ':4118621919_5_0', ':4118621919_6_0', ':4118621919_7_0', ':4118621919_8_0']"
4118621921,priority,2225.45,842.68,"['363082411#1_0', '410000811#1_0']","[':4118621921_0_0', ':4118621921_1_0', ':4118621921_2_0', ':4118621921_3_0']"
4118621922,priority,2222.75,766.89,"['410000810#2_0', '142052143#2_0']","[':4118621922_0_0', ':4118621922_1_0', ':4118621922_2_0', ':4118621922_3_0']"
4118621924,priority,2141.10,395.29,"['404287181#0_0', '-410000809#1_0', '410000809#0_0']","[':4118621924_0_0', ':4118621924_1_0', ':4118621924_2_0', ':4118621924_3_0', ':4118621924_4_0', ':4118621924_5_0', ':4118621924_6_0', ':4118621924_7_0', ':4118621924_8_0']"
4118621926,priority,2219.79,748.07,"['410000810#1_0', '219719293#6_0']","[':4118621926_0_0', ':4118621926_1_0', ':4118621926_2_0', ':4118621926_3_0']"
4118621927,priority,2154.01,392.98,"['-410000809#2_0', '406017622#0_0', '410000809#1_0']","[':4118621927_0_0', ':4118621927_1_0', ':4118621927_2_0', ':4118621927_3_0', ':4118621927_4_0', ':4118621927_5_0', ':4118621927_6_0', ':4118621927_7_0', ':4118621927_8_0']"
4119824036,priority,2164.92,386.12,"['142052148#5_0', '-548881046#1_0', '548881046#0_0']","[':4119824036_0_0', ':4119824036_1_0', ':4119824036_2_0', ':4119824036_6_0', ':4119824036_4_0', ':4119824036_7_0']"
4119824037,right_before_left,2160.38,386.99,"['-548881046#0_0', '548881045_0']","[':4119824037_0_0', ':4119824037_1_0', ':4119824037_2_0', ':4119824037_3_0', ':4119824037_4_0', ':4119824037_5_0']"
4119824042,priority,2203.49,632.66,"['-83487127#2_0', '410961935#1_0', '83487127#1_0']","[':4119824042_0_0', ':4119824042_1_0', ':4119824042_9_0', ':4119824042_3_0', ':4119824042_4_0', ':4119824042_5_0', ':4119824042_6_0', ':4119824042_10_0', ':4119824042_11_0']"
4119824045,priority,2229.46,798.34,"['119372736#3_0', '410000810#4_0', '-119372736#4_0']","[':4119824045_0_0', ':4119824045_1_0', ':4119824045_2_0', ':4119824045_3_0', ':4119824045_4_0', ':4119824045_5_0', ':4119824045_6_0', ':4119824045_7_0', ':4119824045_8_0']"
4119824046,priority,2234.80,841.33,"['410000810#5_0', '410000811#2_0']","[':4119824046_0_0', ':4119824046_1_0', ':4119824046_2_0', ':4119824046_3_0']"
4119824049,priority,2272.17,1041.16,"['410000810#6_0', '-424959220_0']","[':4119824049_0_0', ':4119824049_1_0', ':4119824049_2_0', ':4119824049_3_0']"
4127082371,priority,2200.02,609.41,['406017621#1_0'],[':4127082371_0_0']
4127082373,right_before_left,2209.79,784.05,"['395173809#0_0', '-410000815#1_0', '410000815#0_0']","[':4127082373_0_0', ':4127082373_1_0', ':4127082373_2_0', ':4127082373_3_0', ':4127082373_4_0', ':4127082373_5_0', ':4127082373_6_0', ':4127082373_7_0', ':4127082373_8_0']"
4127082376,priority,2218.05,843.39,"['548881050#1_0', '410000811#0_0']","[':4127082376_0_0', ':4127082376_1_0', ':4127082376_2_0', ':4127082376_3_0']"
4187544633,right_before_left,1402.41,380.30,"['121860434#0_0', '119372735#6_0']","[':4187544633_0_0', ':4187544633_1_0']"
4232372066,right_before_left,1831.71,699.32,"['-408197311#2_0', '408197311#1_0']","[':4232372066_0_0', ':4232372066_1_0', ':4232372066_2_0', ':4232372066_3_0']"
4232372067,dead_end,1827.48,760.69,['423684629_0'],[]
4232372068,dead_end,1825.72,833.68,[],[]
4232372069,dead_end,1822.32,854.50,['423684631_0'],[]
4414544365,priority,1913.52,736.03,"['-408197310#3_0', '408197310#2_0', '443947095_0']","[':4414544365_0_0', ':4414544365_1_0', ':4414544365_9_0', ':4414544365_3_0', ':4414544365_10_0', ':4414544365_11_0', ':4414544365_6_0', ':4414544365_7_0', ':4414544365_8_0']"
4414544368,priority,1924.29,800.37,"['-408197310#4_0', '408197310#3_0', '-443947095_0']","[':4414544368_0_0', ':4414544368_1_0', ':4414544368_9_0', ':4414544368_3_0', ':4414544368_10_0', ':4414544368_11_0', ':4414544368_6_0', ':4414544368_7_0', ':4414544368_8_0']"
4414974849,right_before_left,1811.08,635.22,"['443995832#4_0', '443995834_0']","[':4414974849_0_0', ':4414974849_1_0']"
4414974850,priority,1757.59,645.20,['443995832#3_0'],"[':4414974850_0_0', ':4414974850_1_0']"
4414974851,right_before_left,1813.94,651.87,"['443995832#5_0', '443995833_0']","[':4414974851_0_0', ':4414974851_1_0']"
4414974852,priority,1760.31,661.48,['443995832#2_0'],"[':4414974852_0_0', ':4414974852_1_0']"
4414974853,right_before_left,1816.87,668.78,"['443995832#6_0', '443995835_0']","[':4414974853_0_0', ':4414974853_1_0']"
4414974854,priority,1763.14,678.46,['443995832#1_0'],"[':4414974854_0_0', ':4414974854_1_0']"
4414974856,right_before_left,1765.78,694.28,"['443995832#0_0', '443995832#7_0']","[':4414974856_0_0', ':4414974856_1_0']"
4414974858,priority,1768.22,710.45,"['-408197311#1_0', '-443995836_0', '408197311#0_0']","[':4414974858_0_0', ':4414974858_9_0', ':4414974858_10_0', ':4414974858_3_0', ':4414974858_4_0', ':4414974858_5_0', ':4414974858_6_0', ':4414974858_7_0', ':4414974858_11_0']"
4440846780,right_before_left,2663.92,603.63,"['-142060077#1_0', '142060077#0_0']","[':4440846780_0_0', ':4440846780_1_0', ':4440846780_2_0', ':4440846780_3_0']"
4466535725,right_before_left,2628.40,293.23,"['449717741_0', '-22737108#3_0', '22737108#2_0']","[':4466535725_0_0', ':4466535725_1_0', ':4466535725_2_0', ':4466535725_3_0', ':4466535725_4_0', ':4466535725_5_0', ':4466535725_6_0', ':4466535725_7_0', ':4466535725_8_0']"
4466535737,priority,2586.08,366.73,['-449717738_0'],"[':4466535737_0_0', ':4466535737_1_0']"
4466535751,priority,2669.22,324.25,['-449717741_0'],[':4466535751_0_0']
4466535768,right_before_left,2586.18,295.51,"['449717738_0', '-22737108#2_0', '22737108#1_0']","[':4466535768_0_0', ':4466535768_1_0', ':4466535768_2_0', ':4466535768_3_0', ':4466535768_4_0', ':4466535768_5_0', ':4466535768_6_0', ':4466535768_7_0', ':4466535768_8_0']"
4471937792,priority,1521.17,748.14,"['-450271743_0', '361585734_0']","[':4471937792_0_0', ':4471937792_4_0', ':4471937792_2_0', ':4471937792_5_0']"
