idjunc,typejunc,xjunc,yjunc,incLanes,intLanes
:4118621910_9_0,internal,2167.49,391.98,"[':4118621910_4_0', '410000809#3_0']","[':4118621910_1_0', ':4118621910_2_0', ':4118621910_6_0', ':4118621910_7_0']"
:4118621910_10_0,internal,2168.17,391.86,"[':4118621910_5_0', '142052148#4_0', '410000809#3_0']","[':4118621910_2_0', ':4118621910_7_0']"
:4118621910_11_0,internal,2163.68,391.73,"[':4118621910_8_0', '-410000809#4_0', '142052148#4_0']","[':4118621910_0_0', ':4118621910_3_0']"
:4118621911_9_0,internal,2237.79,777.99,"[':4118621911_2_0', '142059674#0_0', '410000815#4_0']","[':4118621911_3_0', ':4118621911_7_0']"
:4118621911_10_0,internal,2237.62,776.87,"[':4118621911_4_0', '-142059674#1_0']","[':4118621911_0_0', ':4118621911_1_0', ':4118621911_7_0', ':4118621911_8_0']"
:4118621911_11_0,internal,2237.44,776.33,"[':4118621911_5_0', '-142059674#1_0', '410000815#4_0']","[':4118621911_1_0', ':4118621911_6_0']"
:4118621916_4_0,internal,2130.12,274.24,"[':4118621916_1_0', '-410000812_0']",[':4118621916_2_0']
:4118621916_5_0,internal,2130.63,277.20,"[':4118621916_3_0', '410000816_0']",[':4118621916_0_0']
:4118621917_6_0,internal,2243.93,839.64,"[':4118621917_1_0', '395173811#2_0', '410000811#3_0']","[':4118621917_2_0', ':4118621917_4_0']"
:4119824036_6_0,internal,2165.56,385.98,"[':4119824036_3_0', '142052148#5_0', '548881046#0_0']","[':4119824036_1_0', ':4119824036_4_0']"
:4119824036_7_0,internal,2164.07,386.28,"[':4119824036_5_0', '-548881046#1_0', '142052148#5_0']","[':4119824036_0_0', ':4119824036_2_0']"
:4119824042_9_0,internal,2203.20,632.69,"[':4119824042_2_0', '410961935#1_0', '83487127#1_0']","[':4119824042_3_0', ':4119824042_6_0']"
:4119824042_10_0,internal,2202.97,632.77,"[':4119824042_7_0', '-83487127#2_0']","[':4119824042_0_0', ':4119824042_1_0', ':4119824042_4_0', ':4119824042_5_0']"
:4119824042_11_0,internal,2202.56,632.77,"[':4119824042_8_0', '-83487127#2_0', '410961935#1_0']","[':4119824042_1_0', ':4119824042_5_0']"
:4414544365_9_0,internal,1914.79,743.56,"[':4414544365_2_0', '408197310#2_0', '443947095_0']","[':4414544365_3_0', ':4414544365_7_0']"
:4414544365_10_0,internal,1913.85,738.15,"[':4414544365_4_0', '-408197310#3_0']","[':4414544365_0_0', ':4414544365_1_0', ':4414544365_7_0', ':4414544365_8_0']"
:4414544365_11_0,internal,1913.35,734.86,"[':4414544365_5_0', '-408197310#3_0', '443947095_0']","[':4414544365_1_0', ':4414544365_6_0']"
:4414544368_9_0,internal,1924.52,801.69,"[':4414544368_2_0', '-443947095_0', '408197310#3_0']","[':4414544368_3_0', ':4414544368_7_0']"
:4414544368_10_0,internal,1923.89,798.17,"[':4414544368_4_0', '-408197310#4_0']","[':4414544368_0_0', ':4414544368_1_0', ':4414544368_7_0', ':4414544368_8_0']"
:4414544368_11_0,internal,1923.16,793.58,"[':4414544368_5_0', '-408197310#4_0', '-443947095_0']","[':4414544368_1_0', ':4414544368_6_0']"
:4414974858_9_0,internal,1768.11,710.43,"[':4414974858_1_0', '408197311#0_0']","[':4414974858_4_0', ':4414974858_5_0', ':4414974858_6_0', ':4414974858_7_0']"
:4414974858_10_0,internal,1771.46,709.89,"[':4414974858_2_0', '-443995836_0', '408197311#0_0']","[':4414974858_3_0', ':4414974858_7_0']"
:4414974858_11_0,internal,1765.36,710.97,"[':4414974858_8_0', '-408197311#1_0', '-443995836_0']","[':4414974858_0_0', ':4414974858_4_0']"
:4471937792_4_0,internal,1520.19,747.94,"[':4471937792_1_0', '361585734_0']",[':4471937792_2_0']
:4471937792_5_0,internal,1521.98,748.70,"[':4471937792_3_0', '-450271743_0']",[':4471937792_0_0']
:4471937794_16_0,internal,1555.74,758.61,"[':4471937794_6_0', '219719294#1_0']","[':4471937794_1_0', ':4471937794_2_0', ':4471937794_9_0', ':4471937794_10_0', ':4471937794_11_0', ':4471937794_12_0', ':4471937794_13_0']"
:4471937794_17_0,internal,1556.63,758.48,"[':4471937794_7_0', '-384196610#1_0', '219719294#1_0', '384196610#0_0']","[':4471937794_2_0', ':4471937794_8_0', ':4471937794_13_0']"
:4471937794_18_0,internal,1556.92,758.51,"[':4471937794_14_0', '-219719294#2_0']","[':4471937794_1_0', ':4471937794_2_0', ':4471937794_3_0', ':4471937794_4_0', ':4471937794_5_0', ':4471937794_9_0', ':4471937794_10_0']"
:4471937794_19_0,internal,1552.80,759.12,"[':4471937794_15_0', '-219719294#2_0', '-384196610#1_0', '384196610#0_0']","[':4471937794_0_0', ':4471937794_5_0', ':4471937794_10_0']"
:4517820720_4_0,internal,1298.79,556.17,"[':4517820720_1_0', '-455371641_0']",[':4517820720_2_0']
:4517820720_5_0,internal,1301.75,555.55,"[':4517820720_3_0', '361585732#1_0']",[':4517820720_0_0']
:4517820721_4_0,internal,1201.05,577.74,"[':4517820721_1_0', '-455371642_0']",[':4517820721_2_0']
:4517820721_5_0,internal,1203.98,577.08,"[':4517820721_3_0', '455371641_0']",[':4517820721_0_0']
:4712953474_4_0,internal,2399.05,463.94,"[':4712953474_1_0', '-118075890#5_0']",[':4712953474_2_0']
:4712953474_5_0,internal,2399.25,467.24,"[':4712953474_3_0', '118075890#4_0']",[':4712953474_0_0']
:4815885762_9_0,internal,2258.86,234.82,"[':4815885762_5_0', '489344451#0_0', '525185053_0']","[':4815885762_1_0', ':4815885762_6_0']"
:4815885762_10_0,internal,2257.47,237.21,"[':4815885762_7_0', '-489344451#1_0']","[':4815885762_1_0', ':4815885762_2_0', ':4815885762_3_0', ':4815885762_4_0']"
:4815885762_11_0,internal,2255.37,238.62,"[':4815885762_8_0', '-489344451#1_0', '525185053_0']","[':4815885762_0_0', ':4815885762_4_0']"
:4826655948_4_0,internal,2438.59,559.91,"[':4826655948_1_0', '-219220209#3_0']",[':4826655948_2_0']
:4826655948_5_0,internal,2438.45,558.07,"[':4826655948_3_0', '219220209#2_0']",[':4826655948_0_0']
:4827920494_9_0,internal,2404.40,554.95,"[':4827920494_2_0', '-118075890#1_0', '292491932#0_0']","[':4827920494_3_0', ':4827920494_6_0']"
:4827920494_10_0,internal,2404.34,553.06,"[':4827920494_7_0', '118075890#0_0']","[':4827920494_0_0', ':4827920494_1_0', ':4827920494_4_0', ':4827920494_5_0']"
:4827920494_11_0,internal,2404.28,552.84,"[':4827920494_8_0', '118075890#0_0', '292491932#0_0']","[':4827920494_1_0', ':4827920494_5_0']"
:4827920496_6_0,internal,2384.25,558.17,"[':4827920496_1_0', '-250683476#2_0', '292491932#1_0']","[':4827920496_2_0', ':4827920496_4_0']"
:4827920496_7_0,internal,2383.97,556.56,"[':4827920496_5_0', '250683476#1_0', '292491932#1_0']","[':4827920496_0_0', ':4827920496_3_0']"
:4994448300_4_0,internal,1895.63,329.31,"[':4994448300_1_0', '-510435202_0']",[':4994448300_2_0']
:4994448300_5_0,internal,1895.79,331.57,"[':4994448300_3_0', '510435200_0']",[':4994448300_0_0']
:502845797_9_0,internal,2209.09,631.81,"[':502845797_1_0', '83487127#2_0']","[':502845797_3_0', ':502845797_4_0', ':502845797_7_0', ':502845797_8_0']"
:502845797_10_0,internal,2209.78,631.70,"[':502845797_2_0', '142052148#0_0', '83487127#2_0']","[':502845797_4_0', ':502845797_8_0']"
:502845797_11_0,internal,2206.67,632.27,"[':502845797_5_0', '-83487127#3_0', '142052148#0_0']","[':502845797_0_0', ':502845797_6_0']"
:5109560108_9_0,internal,2269.67,365.07,"[':5109560108_1_0', '363081449#0_0']","[':5109560108_4_0', ':5109560108_5_0', ':5109560108_6_0', ':5109560108_7_0']"
:5109560108_10_0,internal,2272.94,364.61,"[':5109560108_2_0', '-525185053_0', '363081449#0_0']","[':5109560108_3_0', ':5109560108_7_0']"
:5109560108_11_0,internal,2266.79,365.54,"[':5109560108_8_0', '-363081449#1_0', '-525185053_0']","[':5109560108_0_0', ':5109560108_4_0']"
:5155216994_4_0,internal,2330.98,355.34,"[':5155216994_1_0', '363081449#1_0']",[':5155216994_2_0']
:5155216994_5_0,internal,2326.56,356.06,"[':5155216994_3_0', '-363081449#2_0']",[':5155216994_0_0']
:5170104029_4_0,internal,1501.48,743.55,"[':5170104029_1_0', '219719294#0_0']",[':5170104029_2_0']
:5170104029_5_0,internal,1503.63,745.65,"[':5170104029_3_0', '-219719294#1_0']",[':5170104029_0_0']
:5372038413_9_0,internal,2208.99,624.09,"[':5372038413_4_0', '370878973#4_0']","[':5372038413_1_0', ':5372038413_2_0', ':5372038413_6_0', ':5372038413_7_0']"
:5372038413_10_0,internal,2210.12,623.28,"[':5372038413_5_0', '142052148#1_0', '370878973#4_0']","[':5372038413_2_0', ':5372038413_7_0']"
:5372038413_11_0,internal,2206.71,625.84,"[':5372038413_8_0', '-370878973#5_0', '142052148#1_0']","[':5372038413_0_0', ':5372038413_3_0']"
:5372038414_9_0,internal,2203.91,627.94,"[':5372038414_2_0', '370878973#3_0', '410961935#0_0']","[':5372038414_3_0', ':5372038414_6_0']"
:5372038414_10_0,internal,2202.78,628.84,"[':5372038414_7_0', '-370878973#4_0']","[':5372038414_0_0', ':5372038414_1_0', ':5372038414_4_0', ':5372038414_5_0']"
:5372038414_11_0,internal,2203.51,628.23,"[':5372038414_8_0', '-370878973#4_0', '410961935#0_0']","[':5372038414_1_0', ':5372038414_5_0']"
:5372038415_4_0,internal,2358.32,350.94,"[':5372038415_1_0', '363081449#2_0']",[':5372038415_2_0']
:5372038415_5_0,internal,2361.58,350.42,"[':5372038415_3_0', '-363081449#3_0']",[':5372038415_0_0']
:5372038928_4_0,internal,1459.24,519.72,"[':5372038928_1_0', '392689403#0_0']",[':5372038928_2_0']
:5372038928_5_0,internal,1459.04,518.70,"[':5372038928_3_0', '-392689403#1_0']",[':5372038928_0_0']
:5546314665_6_0,internal,1523.40,324.10,"[':5546314665_1_0', '118644742#1_0', '579034565_0']","[':5546314665_2_0', ':5546314665_4_0']"
:5546314665_7_0,internal,1522.68,322.08,"[':5546314665_5_0', '-118644742#2_0', '579034565_0']","[':5546314665_0_0', ':5546314665_3_0']"
:972212262_4_0,internal,2654.75,258.53,"[':972212262_1_0', '83492465_0']",[':972212262_2_0']
:972212262_5_0,internal,2653.10,257.31,"[':972212262_3_0', '-83492482#0_0']",[':972212262_0_0']
:972212285_4_0,internal,2437.38,544.16,"[':972212285_1_0', '-219220209#5_0']",[':972212285_2_0']
:972212285_5_0,internal,2437.24,542.34,"[':972212285_3_0', '219220209#4_0']",[':972212285_0_0']
